scaled_features,Department_index,JobRole_index,Gender_index,OverTime_index,left_company
"[0.40476190476190477,0.29684044233807266,1.0,0.0,0.6666666666666666,0.42500000000000004]",0,1,0,0,0
"[0.3571428571428571,0.35365982095839915,1.0,1.0,0.0,0.325]",0,4,0,0,0
"[0.8571428571428571,0.5116377040547657,0.3333333333333333,0.0,1.0,0.225]",2,8,0,0,0
"[0.42857142857142855,0.41274354923644024,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",0,3,0,1,0
"[0.21428571428571427,0.054555028962611905,1.0,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.047619047619047616,0.0,0.6666666666666666,0.0,0.6666666666666666,0.025]",0,1,0,1,1
"[0.3571428571428571,0.12317008952080043,0.0,0.0,0.6666666666666666,0.25]",0,1,0,1,1
"[0.40476190476190477,0.014323328067403898,0.6666666666666666,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.11904761904761904,0.09531332280147446,0.0,0.0,1.0,0.07500000000000001]",0,1,0,0,0
"[0.16666666666666666,0.20231700895208005,0.3333333333333333,1.0,0.6666666666666666,0.07500000000000001]",1,0,0,0,0
"[0.47619047619047616,0.15897840968931018,1.0,1.0,0.6666666666666666,0.17500000000000002]",1,0,1,0,0
"[0.26190476190476186,0.09010005265929437,1.0,0.0,0.6666666666666666,0.25]",0,1,0,0,0
"[0.7142857142857142,0.3744602422327541,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.21428571428571427,0.19157451290152713,1.0,1.0,0.6666666666666666,0.15000000000000002]",1,0,1,1,0
"[0.45238095238095233,0.19331226961558717,1.0,0.0,0.6666666666666666,0.025]",0,1,0,0,0
"[0.7619047619047619,0.11648235913638758,0.6666666666666666,0.0,0.6666666666666666,0.5]",0,2,0,1,0
"[0.38095238095238093,0.4008425487098473,0.3333333333333333,0.0,1.0,0.2]",0,4,1,0,0
"[0.14285714285714285,0.18788836229594524,0.6666666666666666,0.0,0.6666666666666666,0.05]",1,0,1,0,1
"[0.5,0.1866245392311743,0.6666666666666666,0.0,0.6666666666666666,0.5]",0,4,1,0,0
"[0.3333333333333333,0.2310163243812533,1.0,0.0,0.3333333333333333,0.25]",1,0,0,0,0
"[0.7619047619047619,0.30473933649289103,0.6666666666666666,0.0,0.6666666666666666,0.1]",1,0,0,1,1
"[0.47619047619047616,0.3483938915218536,1.0,0.0,0.3333333333333333,0.225]",0,4,1,0,0
"[0.21428571428571427,0.3371774618220116,0.0,0.0,0.6666666666666666,0.225]",0,3,1,0,0
"[0.3333333333333333,0.5344918378093734,1.0,0.0,0.6666666666666666,0.17500000000000002]",0,7,1,0,0
"[0.6904761904761905,0.2080568720379147,0.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.5238095238095237,0.4984728804634018,0.0,1.0,0.6666666666666666,0.45]",1,0,0,1,0
"[0.8333333333333333,0.7269615587151133,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,7,0,0,0
"[0.5476190476190476,0.9548183254344392,1.0,0.0,0.3333333333333333,0.525]",2,5,0,0,0
"[1.0,0.2314902580305424,0.0,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.21428571428571427,0.4098999473407057,0.0,1.0,0.3333333333333333,0.225]",0,3,0,0,0
"[0.5476190476190476,0.957345971563981,0.6666666666666666,0.0,0.6666666666666666,0.55]",2,5,0,0,0
"[0.7619047619047619,0.1509215376513955,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.23809523809523808,0.0635597682991048,0.3333333333333333,0.0,0.6666666666666666,0.17500000000000002]",0,1,1,1,1
"[0.42857142857142855,0.5636650868878357,0.0,0.0,0.6666666666666666,0.2]",0,7,1,0,0
"[0.47619047619047616,0.36082148499210115,0.6666666666666666,0.0,1.0,0.025]",0,3,1,1,0
"[0.6190476190476191,0.1421274354923644,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,2,0,0,0
"[0.6904761904761905,0.6719852553975777,0.6666666666666666,0.0,0.3333333333333333,0.55]",1,0,1,1,0
"[0.2857142857142857,0.2261716692996314,1.0,1.0,0.3333333333333333,0.2]",1,0,0,0,0
"[0.26190476190476186,0.08599262769878883,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,6,0,0,0
"[0.5714285714285714,0.09215376513954714,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,0,1,1
"[0.5952380952380952,0.30516061084781465,1.0,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.38095238095238093,0.2703001579778831,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,4,1,0,0
"[0.11904761904761904,0.07851500789889417,0.0,0.0,1.0,0.1]",0,2,0,0,0
"[0.5,0.28330700368615064,0.3333333333333333,0.0,0.0,0.2]",2,8,1,0,0
"[0.9047619047619047,0.5315429173249079,1.0,0.0,0.3333333333333333,0.25]",0,4,0,0,0
"[0.5238095238095237,0.07019483938915219,1.0,1.0,0.3333333333333333,0.1]",0,1,1,1,0
"[0.21428571428571427,0.30552922590837284,0.0,0.0,0.0,0.17500000000000002]",0,4,1,0,0
"[0.26190476190476186,0.0678251711427067,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.8333333333333333,0.07588204318062139,1.0,0.0,0.6666666666666666,0.05]",0,2,0,0,0
"[0.40476190476190477,0.2150605581885203,0.0,0.0,1.0,0.025]",0,4,1,0,0
"[0.3333333333333333,0.22643496577145866,1.0,0.0,0.6666666666666666,0.25]",0,2,0,0,0
"[0.47619047619047616,0.10784623486045287,0.6666666666666666,0.0,0.0,0.025]",0,1,0,1,0
"[0.38095238095238093,0.21653501843075304,0.0,0.0,0.6666666666666666,0.0]",0,3,1,0,0
"[0.8095238095238095,0.8344918378093734,0.0,0.0,1.0,0.8500000000000001]",1,5,0,0,0
"[0.3571428571428571,0.08830963665086888,1.0,0.0,0.3333333333333333,0.25]",0,1,0,1,1
"[0.16666666666666666,0.27230121116377043,1.0,1.0,0.3333333333333333,0.15000000000000002]",1,0,1,0,0
"[0.6428571428571428,0.2961032122169563,0.6666666666666666,0.0,0.6666666666666666,0.2]",1,6,0,0,0
"[0.11904761904761904,0.13143759873617694,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.6904761904761905,0.28372827804107426,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,1,1,1
"[0.38095238095238093,0.27725118483412325,1.0,1.0,0.6666666666666666,0.15000000000000002]",1,0,0,0,0
"[0.8809523809523809,0.9926276987888363,0.0,0.0,0.6666666666666666,0.125]",0,5,0,1,1
"[0.42857142857142855,0.3463928383359663,0.0,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.8095238095238095,0.17109004739336495,1.0,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.19047619047619047,0.17667193259610323,1.0,0.0,0.6666666666666666,0.05]",0,2,1,0,0
"[0.26190476190476186,0.17514481305950502,0.6666666666666666,0.0,0.3333333333333333,0.2]",0,4,1,0,0
"[0.19047619047619047,0.2273301737756714,0.0,0.0,0.3333333333333333,0.1]",1,0,0,0,1
"[0.38095238095238093,0.11958925750394946,1.0,0.0,0.6666666666666666,0.1]",0,1,1,0,0
"[0.8571428571428571,0.23570300157977883,0.0,0.0,0.6666666666666666,0.125]",0,3,1,1,0
"[0.21428571428571427,0.1755134281200632,1.0,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.45238095238095233,0.09336492890995261,0.0,0.0,0.3333333333333333,0.125]",0,1,1,1,0
"[0.47619047619047616,0.2617693522906793,0.0,0.0,0.6666666666666666,0.375]",0,3,1,1,0
"[0.38095238095238093,0.17756714060031598,0.0,0.0,0.6666666666666666,0.15000000000000002]",0,1,1,0,0
"[0.40476190476190477,0.08230647709320696,1.0,0.0,0.3333333333333333,0.07500000000000001]",1,6,1,0,0
"[0.2857142857142857,0.14870984728804634,0.6666666666666666,1.0,0.6666666666666666,0.05]",0,2,0,0,0
"[0.5238095238095237,0.17035281727224855,0.3333333333333333,1.0,0.6666666666666666,0.2]",0,4,1,0,0
"[0.38095238095238093,0.2891521853607162,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,0,0
"[0.5714285714285714,0.9173775671406004,1.0,0.0,0.3333333333333333,0.6000000000000001]",0,5,0,0,0
"[0.11904761904761904,0.031174302264349658,0.0,1.0,0.6666666666666666,0.0]",0,2,0,1,1
"[0.14285714285714285,0.08873091100579253,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.8095238095238095,0.11269088994207478,0.6666666666666666,1.0,0.6666666666666666,0.125]",0,2,1,0,0
"[0.7619047619047619,0.875724065297525,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,7,0,0,0
"[0.26190476190476186,0.06898367561874671,0.0,0.0,0.6666666666666666,0.025]",0,2,1,1,1
"[0.3571428571428571,0.5625065824117957,0.6666666666666666,0.0,1.0,0.325]",0,7,0,0,0
"[0.3571428571428571,0.2272248551869405,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,0,1
"[0.6904761904761905,0.829015271195366,1.0,0.0,0.3333333333333333,0.65]",0,5,1,1,0
"[0.42857142857142855,0.22216956292785678,0.3333333333333333,0.0,0.6666666666666666,0.225]",0,3,1,0,0
"[0.26190476190476186,0.08904686677198526,0.6666666666666666,1.0,0.6666666666666666,0.25]",0,1,0,0,0
"[0.9523809523809523,0.960347551342812,0.3333333333333333,0.0,0.6666666666666666,0.775]",0,7,0,1,1
"[0.40476190476190477,0.07883096366508689,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,1,0,0
"[0.5714285714285714,0.2660874144286467,1.0,0.0,0.6666666666666666,0.1]",0,3,1,1,0
"[0.23809523809523808,0.1776197998946814,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,1,0,0,1
"[0.42857142857142855,0.059715639810426546,0.3333333333333333,0.0,0.6666666666666666,0.125]",2,8,0,0,0
"[0.3333333333333333,0.2713533438651922,0.6666666666666666,0.0,0.6666666666666666,0.35000000000000003]",0,3,1,0,0
"[0.5238095238095237,0.21511321748288573,0.6666666666666666,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.2857142857142857,0.3090047393364929,1.0,1.0,0.3333333333333333,0.0]",0,3,1,1,0
"[0.6428571428571428,0.06661400737230122,0.6666666666666666,0.0,0.6666666666666666,0.025]",0,1,1,0,0
"[0.5714285714285714,0.18035808320168512,0.3333333333333333,0.0,0.3333333333333333,0.225]",0,3,0,0,0
"[0.47619047619047616,0.2779884149552396,0.0,0.0,0.3333333333333333,0.1]",0,4,0,0,0
"[0.38095238095238093,0.0813059505002633,1.0,0.0,0.6666666666666666,0.125]",0,1,1,0,0
"[0.738095238095238,0.34992101105845186,1.0,0.0,1.0,0.225]",1,0,1,0,1
"[0.8809523809523809,0.2185887309110058,1.0,0.0,0.3333333333333333,0.225]",1,0,0,0,1
"[0.5952380952380952,0.8504476040021064,0.0,1.0,0.6666666666666666,0.1]",0,7,0,0,0
"[0.21428571428571427,0.6213270142180095,1.0,0.0,0.6666666666666666,0.225]",0,7,0,1,0
"[0.40476190476190477,0.4850974196945761,0.6666666666666666,1.0,1.0,0.2]",0,3,0,0,0
"[0.23809523809523808,0.19852553975776727,0.3333333333333333,1.0,0.6666666666666666,0.2]",1,0,1,1,0
"[0.38095238095238093,0.14365455502896263,1.0,0.0,0.0,0.07500000000000001]",2,8,0,0,0
"[0.19047619047619047,0.07145866245392313,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,1,1,1,1
"[0.21428571428571427,0.03670352817272249,1.0,0.0,0.3333333333333333,0.0]",0,1,0,0,0
"[0.7857142857142857,0.8055818852027383,0.6666666666666666,0.0,0.3333333333333333,0.5]",1,5,1,0,0
"[0.6190476190476191,0.2592943654555029,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,4,0,0,0
"[0.16666666666666666,0.12717219589257506,0.0,0.0,0.3333333333333333,0.1]",0,1,0,0,0
"[0.3571428571428571,0.15945234333859926,0.0,1.0,0.6666666666666666,0.225]",1,0,0,0,0
"[0.40476190476190477,0.08162190626645603,0.0,0.0,0.3333333333333333,0.15000000000000002]",0,1,1,0,0
"[0.42857142857142855,0.273407056345445,1.0,0.0,0.3333333333333333,0.45]",1,0,0,1,0
"[0.3333333333333333,0.178725645076356,1.0,0.0,0.3333333333333333,0.125]",1,0,0,0,0
"[0.2857142857142857,0.14491837809373356,1.0,0.0,0.3333333333333333,0.125]",0,1,0,0,0
"[0.8333333333333333,0.5226434965771459,1.0,0.0,0.6666666666666666,0.125]",1,0,1,1,0
"[0.6428571428571428,0.5135334386519221,0.0,0.0,0.6666666666666666,0.125]",1,0,0,1,0
"[0.3333333333333333,0.21937862032648764,0.6666666666666666,0.0,0.3333333333333333,0.125]",0,1,1,0,0
"[0.8095238095238095,0.6749341758820432,1.0,1.0,0.6666666666666666,0.225]",0,3,1,0,0
"[0.45238095238095233,0.2804107424960506,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,0,0,0,0
"[0.23809523809523808,0.20679304897314377,1.0,0.0,0.6666666666666666,0.125]",2,8,0,0,0
"[0.09523809523809523,0.19831490258030543,1.0,1.0,0.0,0.05]",0,3,0,0,0
"[0.6190476190476191,0.095260663507109,1.0,1.0,0.3333333333333333,0.07500000000000001]",0,2,0,1,0
"[0.5714285714285714,0.079304897314376,1.0,0.0,0.6666666666666666,0.05]",0,1,0,1,0
"[0.42857142857142855,0.07019483938915219,0.0,1.0,0.6666666666666666,0.125]",2,8,0,0,0
"[0.16666666666666666,0.16771985255397578,0.0,0.0,0.6666666666666666,0.125]",1,0,0,1,0
"[0.40476190476190477,0.5095313322801475,0.6666666666666666,1.0,0.6666666666666666,0.42500000000000004]",0,3,1,1,0
"[0.40476190476190477,0.05334386519220643,0.3333333333333333,0.0,0.3333333333333333,0.25]",0,1,1,1,1
"[0.3333333333333333,0.06872037914691943,1.0,0.0,0.6666666666666666,0.07500000000000001]",0,2,0,0,0
"[0.16666666666666666,0.17098472880463403,0.0,0.0,1.0,0.125]",1,0,0,0,0
"[0.738095238095238,0.1353870458135861,0.0,0.0,0.6666666666666666,0.1]",0,1,1,0,0
"[0.14285714285714285,0.11337546076882571,1.0,0.0,0.3333333333333333,0.125]",0,2,0,0,0
"[0.3333333333333333,0.2904160084254871,0.3333333333333333,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.47619047619047616,0.0995260663507109,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.5714285714285714,0.22232754081095316,1.0,0.0,0.3333333333333333,0.125]",0,2,1,1,0
"[0.30952380952380953,0.07093206951026856,1.0,0.0,0.6666666666666666,0.15000000000000002]",0,1,0,1,0
"[0.26190476190476186,0.09431279620853081,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",1,6,1,1,1
"[0.8333333333333333,0.5701421800947868,1.0,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.40476190476190477,0.5210110584518167,0.3333333333333333,0.0,0.6666666666666666,0.325]",0,3,0,0,0
"[0.45238095238095233,0.10342285413375461,1.0,0.0,0.6666666666666666,0.125]",1,6,1,0,0
"[0.8333333333333333,0.6985781990521327,1.0,0.0,0.6666666666666666,0.30000000000000004]",0,7,1,0,0
"[0.5952380952380952,0.2397577672459189,1.0,0.0,0.3333333333333333,0.125]",0,4,1,0,0
"[0.6904761904761905,0.18578199052132702,1.0,1.0,0.6666666666666666,0.17500000000000002]",1,0,1,1,0
"[0.45238095238095233,0.34928909952606635,0.3333333333333333,0.0,0.6666666666666666,0.25]",1,0,0,1,0
"[0.7619047619047619,0.8907319641916799,0.0,0.0,0.6666666666666666,0.775]",0,5,0,0,0
"[0.5,0.22090573986308584,1.0,0.0,0.6666666666666666,0.125]",2,8,1,0,0
"[0.3571428571428571,0.06677198525539758,0.3333333333333333,0.0,1.0,0.1]",2,8,0,1,0
"[0.3333333333333333,0.09404949973670353,1.0,1.0,0.0,0.025]",0,2,0,1,1
"[0.26190476190476186,0.08020010531858873,1.0,0.0,0.6666666666666666,0.1]",0,2,1,0,0
"[0.6190476190476191,0.08162190626645603,0.0,0.0,0.6666666666666666,0.2]",0,1,0,1,0
"[0.23809523809523808,0.20531858873091102,1.0,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.9523809523809523,0.0721958925750395,1.0,0.0,0.3333333333333333,0.025]",0,2,0,1,1
"[0.5952380952380952,0.19778830963665087,0.3333333333333333,1.0,1.0,0.025]",0,3,1,0,0
"[0.047619047619047616,0.054502369668246446,0.6666666666666666,0.0,0.3333333333333333,0.05]",1,6,1,0,1
"[0.07142857142857142,0.08867825171142707,1.0,0.0,0.3333333333333333,0.025]",0,1,1,0,1
"[0.42857142857142855,0.29368088467614534,1.0,0.0,0.3333333333333333,0.4]",0,4,0,1,0
"[0.6904761904761905,0.12032648762506583,1.0,0.0,0.3333333333333333,0.07500000000000001]",1,6,1,1,0
"[0.09523809523809523,0.1665086887835703,0.6666666666666666,0.0,1.0,0.07500000000000001]",0,3,1,1,1
"[0.5476190476190476,0.09315429173249079,1.0,0.0,0.3333333333333333,0.17500000000000002]",0,2,1,1,1
"[0.23809523809523808,0.07203791469194314,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,1,0,0
"[0.5,0.07345971563981044,0.0,1.0,0.0,0.05]",0,2,0,1,1
"[0.21428571428571427,0.06893101632438126,0.6666666666666666,0.0,0.6666666666666666,0.025]",0,1,1,0,0
"[0.38095238095238093,0.05260663507109005,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.5714285714285714,0.2756714060031596,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,1,0,0
"[0.3571428571428571,0.09426013691416535,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,1,0,1,0
"[0.9523809523809523,0.5025276461295419,0.3333333333333333,0.0,0.6666666666666666,0.15000000000000002]",0,4,1,1,0
"[0.30952380952380953,0.06951026856240126,0.6666666666666666,0.0,1.0,0.17500000000000002]",1,6,0,0,0
"[0.40476190476190477,0.1582411795681938,1.0,1.0,0.0,0.25]",0,4,1,1,0
"[0.738095238095238,0.3367035281727225,0.3333333333333333,0.0,0.3333333333333333,0.65]",0,2,1,0,0
"[0.7142857142857142,0.06582411795681938,0.6666666666666666,0.0,0.3333333333333333,0.0]",0,1,0,0,0
"[0.30952380952380953,0.311901000526593,0.6666666666666666,0.0,0.3333333333333333,0.225]",1,0,1,0,0
"[0.42857142857142855,0.19320695102685626,1.0,0.0,0.6666666666666666,0.15000000000000002]",0,1,0,0,0
"[0.47619047619047616,0.662085308056872,0.0,0.0,0.6666666666666666,0.375]",0,7,1,0,0
"[0.3333333333333333,0.06966824644549763,0.3333333333333333,1.0,0.6666666666666666,0.07500000000000001]",0,2,1,0,0
"[0.16666666666666666,0.07393364928909953,0.3333333333333333,0.0,0.6666666666666666,0.025]",1,6,0,1,1
"[0.5238095238095237,0.45792522380200107,0.3333333333333333,0.0,0.3333333333333333,0.025]",1,0,0,0,0
"[0.19047619047619047,0.17298578199052134,0.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.5476190476190476,0.19547130068457083,0.0,0.0,0.6666666666666666,0.45]",0,2,0,1,0
"[0.42857142857142855,0.07951553449183782,0.6666666666666666,1.0,0.6666666666666666,0.275]",0,2,0,0,0
"[0.023809523809523808,0.05855713533438652,0.3333333333333333,0.0,1.0,0.025]",1,6,0,1,1
"[0.047619047619047616,0.10342285413375461,0.0,0.0,0.6666666666666666,0.025]",0,2,0,0,1
"[0.30952380952380953,0.2551869404949974,1.0,0.0,0.0,0.225]",0,4,1,1,0
"[0.5238095238095237,0.13733543970510795,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,1,0,1,0
"[0.3333333333333333,0.3010005265929437,0.0,0.0,1.0,0.2]",0,3,1,0,0
"[0.42857142857142855,0.4905739863085835,1.0,0.0,0.6666666666666666,0.4]",1,0,0,1,1
"[0.3571428571428571,0.3127962085308057,1.0,0.0,0.6666666666666666,0.125]",0,4,1,0,0
"[0.45238095238095233,0.5055292259083729,0.6666666666666666,0.0,0.0,0.35000000000000003]",1,0,0,0,1
"[0.6428571428571428,0.18104265402843603,0.3333333333333333,0.0,0.3333333333333333,0.225]",0,2,0,0,0
"[0.26190476190476186,0.06045286993154292,1.0,0.0,0.6666666666666666,0.07500000000000001]",1,6,1,0,0
"[0.40476190476190477,0.18915218536071618,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,1,0,0
"[0.8095238095238095,0.8472880463401791,1.0,0.0,0.3333333333333333,0.225]",0,5,0,0,0
"[0.9523809523809523,0.07740916271721959,0.6666666666666666,1.0,0.6666666666666666,0.025]",0,1,0,0,1
"[0.8333333333333333,0.7289626119010005,0.6666666666666666,0.0,1.0,0.42500000000000004]",1,5,0,0,0
"[0.2857142857142857,0.3293838862559242,0.6666666666666666,0.0,1.0,0.2]",1,0,0,0,0
"[0.47619047619047616,0.2452343338599263,1.0,0.0,0.6666666666666666,0.125]",1,0,1,1,0
"[0.40476190476190477,0.3588204318062138,1.0,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.5,0.3618220115850448,0.6666666666666666,0.0,0.6666666666666666,0.2]",1,0,0,0,0
"[0.5238095238095237,0.6416535018430753,0.3333333333333333,0.0,0.3333333333333333,0.025]",1,0,1,1,1
"[0.6904761904761905,0.21369141653501844,0.6666666666666666,0.0,1.0,0.47500000000000003]",0,3,0,1,0
"[0.42857142857142855,0.2143233280674039,1.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.30952380952380953,0.06908899420747762,0.0,1.0,0.6666666666666666,0.07500000000000001]",0,1,0,1,1
"[0.3571428571428571,0.8654555028962613,0.6666666666666666,0.0,0.6666666666666666,0.25]",1,5,0,0,0
"[0.26190476190476186,0.07345971563981044,0.0,1.0,0.6666666666666666,0.0]",0,1,1,1,1
"[0.3571428571428571,0.1286466561348078,1.0,0.0,0.6666666666666666,0.07500000000000001]",0,1,1,0,0
"[0.6428571428571428,0.0664033701948394,1.0,0.0,0.6666666666666666,0.125]",0,2,1,0,0
"[0.7619047619047619,0.8630858346498157,1.0,1.0,0.3333333333333333,0.125]",0,7,0,0,0
"[0.3571428571428571,0.2358609794628752,0.3333333333333333,0.0,0.6666666666666666,0.15000000000000002]",0,4,1,1,0
"[0.5476190476190476,0.9694576092680358,0.6666666666666666,0.0,1.0,0.45]",0,7,0,0,0
"[0.21428571428571427,0.09489204844655082,0.3333333333333333,0.0,0.6666666666666666,0.05]",0,2,1,0,0
"[0.6428571428571428,0.13817798841495524,0.0,0.0,0.6666666666666666,0.225]",0,2,0,1,0
"[0.6904761904761905,0.16608741442864666,1.0,0.0,0.6666666666666666,0.225]",1,0,1,1,0
"[0.2857142857142857,0.05913638757240653,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,1,1,1,1
"[0.7619047619047619,0.6826750921537652,0.6666666666666666,0.0,0.6666666666666666,0.30000000000000004]",0,3,0,1,0
"[0.47619047619047616,0.08820431806213797,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,1,0,0,0
"[0.6666666666666666,0.5179568193786204,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,3,0,0,0
"[0.14285714285714285,0.17735650342285414,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,3,1,0,0
"[0.40476190476190477,0.14397051079515535,0.3333333333333333,1.0,0.0,0.1]",0,2,0,1,1
"[0.30952380952380953,0.16529752501316483,0.0,0.0,0.6666666666666666,0.1]",0,3,1,0,0
"[0.0,0.0022116903633491313,1.0,0.0,0.6666666666666666,0.0]",0,1,0,0,0
"[0.8571428571428571,0.5123749341758821,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,3,1,0,0
"[0.40476190476190477,0.4938915218536072,0.6666666666666666,0.0,0.3333333333333333,0.4]",0,4,1,1,0
"[0.2857142857142857,0.5480252764612954,0.0,0.0,0.3333333333333333,0.2]",0,7,1,1,0
"[0.047619047619047616,0.0837809373354397,0.0,0.0,0.6666666666666666,0.025]",0,1,1,1,1
"[0.2857142857142857,0.07440758293838863,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",0,2,1,0,1
"[0.19047619047619047,0.23501843075302792,1.0,0.0,0.6666666666666666,0.2]",0,3,0,0,0
"[0.09523809523809523,0.07593470247498683,0.0,0.0,0.3333333333333333,0.1]",0,2,0,0,0
"[0.7142857142857142,0.17014218009478674,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,4,0,0,0
"[0.7142857142857142,0.5260663507109005,0.6666666666666666,0.0,0.6666666666666666,0.375]",0,4,0,0,0
"[0.5476190476190476,0.21032122169562928,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,3,1,0,0
"[0.5,0.6178515007898895,1.0,0.0,0.6666666666666666,0.525]",0,3,1,0,0
"[0.21428571428571427,0.16945760926803582,1.0,0.0,0.6666666666666666,0.07500000000000001]",0,3,1,0,0
"[0.40476190476190477,0.1531332280147446,1.0,1.0,0.3333333333333333,0.07500000000000001]",0,2,0,0,0
"[0.5714285714285714,0.9106898367561875,0.6666666666666666,0.0,1.0,0.025]",1,5,0,0,0
"[0.7619047619047619,0.0721958925750395,1.0,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.9761904761904762,0.6696682464454976,1.0,0.0,0.6666666666666666,0.125]",0,3,1,1,0
"[0.45238095238095233,0.19842022116903635,0.3333333333333333,0.0,0.0,0.025]",0,4,1,0,1
"[0.8809523809523809,0.2830963665086888,0.3333333333333333,0.0,0.6666666666666666,0.2]",0,4,0,1,0
"[0.5476190476190476,0.9986308583464982,0.6666666666666666,1.0,0.6666666666666666,0.525]",0,7,1,0,0
"[0.47619047619047616,0.3081621906266456,1.0,0.0,0.6666666666666666,0.025]",1,0,0,1,0
"[0.19047619047619047,0.2085308056872038,0.0,0.0,0.6666666666666666,0.05]",1,0,0,0,1
"[0.8095238095238095,0.9918904686677199,1.0,0.0,0.6666666666666666,0.8]",1,5,1,0,1
"[0.6190476190476191,0.6482885729331227,1.0,0.0,0.6666666666666666,0.30000000000000004]",1,0,1,1,0
"[0.7619047619047619,0.28109531332280147,0.6666666666666666,0.0,0.6666666666666666,0.45]",1,0,1,0,0
"[0.42857142857142855,0.09131121642969985,0.0,0.0,0.6666666666666666,0.42500000000000004]",0,2,1,0,1
"[0.5,0.5197998946814113,0.0,0.0,0.6666666666666666,0.525]",0,3,1,1,0
"[0.3571428571428571,0.07019483938915219,1.0,0.0,0.3333333333333333,0.05]",1,6,1,0,0
"[0.6428571428571428,0.876303317535545,1.0,0.0,1.0,0.225]",1,5,1,0,0
"[0.3333333333333333,0.1588204318062138,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,2,1,0,0
"[0.38095238095238093,0.4589784096893102,1.0,0.0,0.3333333333333333,0.375]",1,0,0,0,0
"[0.9761904761904762,0.5737230121116377,1.0,0.0,0.0,0.15000000000000002]",1,5,0,1,0
"[0.6428571428571428,0.06150605581885203,0.3333333333333333,0.0,0.6666666666666666,0.15000000000000002]",2,8,0,0,0
"[0.8333333333333333,0.34312796208530805,0.3333333333333333,0.0,0.6666666666666666,0.375]",1,0,1,0,0
"[0.42857142857142855,0.2014218009478673,0.6666666666666666,0.0,0.3333333333333333,0.025]",0,2,0,0,1
"[0.19047619047619047,0.054397051079515535,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,1,0,1,1
"[0.38095238095238093,0.06377040547656662,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,6,1,1,0
"[0.23809523809523808,0.002264349657714587,0.3333333333333333,1.0,0.6666666666666666,0.025]",1,6,0,0,0
